标题,作者,图书简介,链接 
月光男孩,Ib S Olsen,"即使在开本五花八门的图画书中，《月光男孩》也是一本罕见的异型开本。
这是一本从下往上翻的书，上下两个画面加起来，就变成了一个长长的竖画面了。依卜·斯旁·奥尔森为什么要别出心裁地选择这样一个超长的画面呢？
因为这是一个从天而降的故事。
月光男孩为了给月亮寻找另外一个月亮，拎着篮子出发了。他落啊落啊，从天上落了下来，先是穿云而过，然后是飞机、一大群候鸟、风筝、气球、站在梯子上采苹果的小女孩、打扫烟囱的黑脸男人、红砖房、街道，最后“扑通”一声落到了水里……整个故事就是一个下落的过程。尽管在半道上曾经遭遇过狂风，被吹得东倒西歪，但月光男孩基本上还是一条直线落了下来。
这下我们明白了，还有什么开本，比这种窄长的画幅更适合表现这个由上往下降落的过程呢？这种拉长的画面，有效地增加了阅读时的距离感。如果将这一幅幅长长的画面连接起来，就宛如一幅长卷，从天上一直垂到了地上，月光男孩的奇异旅程尽收眼底。
有人统计了一下，如果算上封面和封底，画家一共画了二十三个形态各异的月光男孩，有举着篮子像吊在降落伞下面一样的，有摔一个屁墩儿的，有飞翔的，有横躺过来的……多数页面里月光男孩还不止出现一次，少的两次，多的甚至达到了三次，就像高速摄影机拍下来的画面一样，给人视觉上留下了一种连续下落的映像。
还有，一开始月光男孩下降得很快，但随着地面的接近，速度明显地放慢了，这从背景上也可以看得一清二楚。也许是月光男孩来自高处不胜寒的天上，人间的一切更让他觉得亲切吧！看，这时他不是在下落了，人好似羽毛一般地浮了起来，飘了起来，慢慢地飘过苹果树，慢慢地飘过有孩子的窗户，慢慢地飘过熙熙攘攘的街道……
不知依卜·斯旁·奥尔森是不是学graphicarts（应用于印刷和图书设计的平面造型艺术）出身的缘故，他对色彩与印刷也部十分在行。比如这本《月光男孩》，从封面、正文到封底，背景的底色一律部印成了象征朗夜的湖蓝色，给人一种透彻、一碧如洗的视觉效果。有趣的是，这种湖蓝色的底色一直延续到了水下，于是，天空的蓝色又变成了大海的蓝色。头一次看这本书时，就被依卜·斯旁·奥尔森的配色迷住了，大面积的蓝色，配上月亮、星星的黄色以及月光男孩红衣的红色，冷暖一搭，画面立刻就洋溢出一种说不出来的温暖与清澄。
再看看他写的这个故事。",https://www.xiaohuasheng.cn/book/ced9a4d8676aea10
03-Three,无作者,无简介,https://www.xiaohuasheng.cn/book/e66d53d1ce5b6a02
大卫惹麻烦,（美）大卫·香农；余治莹 /译,"大卫总是会惹出各种各样的麻烦。大卫在屋子里滑滑板不小心把桌子上的东西弄到地上时说 “我不是故意的!”；当大卫打球时把玻璃和花瓶打碎时说“我没想这样”；当大卫抓小猫尾巴时说“可是小猫喜欢啊!”；当大卫抱着一堆玩具、零食不小心把水杯弄掉在地上时说“它自己滑下去的”……
书里的大卫调皮捣蛋，做各种各样的“坏事”，很多孩子跟大卫在做相同的事、有相同的想法。也许孩子自己不是故意的，但至少他会和大卫一样明白，调皮捣蛋会让身边的人难过。",https://www.xiaohuasheng.cn/book/f8f81cf8d0ed696e
月光下的派对,（法） 阿斯特丽德·戴斯博尔德 著；（法） 马克·布塔旺 绘；于晓悠 译,"【一个内向小孩的交友故事】
埃德蒙是一只小松鼠，他性格腼腆，最喜欢在家里织毛线球。他的楼上住着一只猫头鹰，最喜欢奇怪的衣服。楼下住着一只熊，喜欢搞朋友聚会。有一天，大熊家里又举办聚会了，埃德蒙和猫头鹰决定去看看热闹。埃德蒙发现，原来和别人一起玩是很快乐的。",https://www.xiaohuasheng.cn/book/97a3961815a44bce
可爱的鼠小弟08: 打破杯子的鼠小弟,"（日） 中江嘉男 著；（日） 中江嘉男 绘；赵静,文纪子 译","《爱心树绘本馆·可爱的鼠小弟:打破杯子的鼠小弟》内容简介：鼠小弟打破了杯子，这其实算不上犯错，但他从以往的经验中知道会挨妈妈说。于是，他发挥想像力编出一个又一个理由，想为自己开脱。正当他为自己的小聪明感到得意时，却在众目睽睽之下又一次打破了杯子。鼠小弟终于跑去对妈妈说：“我把杯子打破了。”
《打破杯子的鼠小弟》并不是《狼来了》式的深刻寓言，也不是《木偶奇遇记》那样带有说教性的故事，它只是用一幅幅有趣的图画把儿童撒谎的心理活动表现得淋漓尽致，孩子们会抱着亲切的感觉进入故事，和鼠小弟一起去寻找摆脱困境的办法。故事的结尾用幽默的手法使鼠小弟没能撒谎，做了一个诚实的好孩子。谁能说这个愉快的故事没有意义呢？",https://www.xiaohuasheng.cn/book/be264ff3ffa649fc
Mix and Match: Funny Farm,Philip Dauncey,无简介,https://www.xiaohuasheng.cn/book/6b62a93579e535f6
抱抱,"[英]Jez Alborough, 上谊编辑部 译",这是一本几近无字的图画书。小猩猩Bobo一路上看到相亲相爱的各种动物，大家热切地抱在一起，表达对彼此无尽浓烈的爱。是一本能够给宝宝温暖的绘本。除了故事的情节很有吸引力，从这本书里孩子还能认识了猩猩，大象，蜥蜴，狮子等等大草原上的动物。,https://www.xiaohuasheng.cn/book/93049201262cb52f
噼里啪啦系列: 草莓点心,（日） 佐佐木洋子 绘,这是日本画家佐佐木洋子编绘的，共七种，分别描绘孩子在刷牙、洗澡、游玩、吃点心等各种时候所碰到的问题，以风趣的方式教会他们人生的最初的知识。噼里啪啦系列是特别为孩子设计的翻翻书，是孩子早期阅读入门、认知生活常识、培养良好习惯、锻炼手指灵活度、开发孩子智力的优质读物。最棒的婴幼儿情景式启蒙立体图画书！ 《草莓点心》 宝宝，想吃草莓点心么？ 方形的有什么呢？ 绿色的是什么呢？ 白色的云彩像什么呢？ 妈妈的草莓点心在哪呢？...,https://www.xiaohuasheng.cn/book/ff5b6ae969365acc
Noisy Orchestra,Sam Taplin,This is an introduction to the orchestra for young children. Each section of the animal orchestra can be heard by pressing the sound buttons.,https://www.xiaohuasheng.cn/book/8784d7e9bacdc470
噗 噗 噗,谷川俊太郎,“从前……最最从前的从前……天上什么也没有，地上什么也没有……不知过了多久，忽然，“噗”的一声，大地上鼓起一个包儿……”这是一本很奇特的书，没有故事，只有图画和拟声词。作者用拟声词表达了世界上物体的状态和变化，却没有说明这是什么物体，也没有用文字多说什么。只交给孩子去想象！,https://www.xiaohuasheng.cn/book/a5f38b41490ee040
爷爷的爷爷的爷爷的爷爷,（日）长谷川义史 文图,"这是我。我今年五岁。我在幼儿园的蒲公英班。……
“嗨，爷爷，请问爷爷的爸爸是什么样的人呢？”
全书从一个5岁小男孩的纯真提问，时间不断往回，从爷爷的爸爸、爷爷的爷爷，爷爷的爷爷的爷爷……一路追本溯源，最后竟追到了人类的源头！在搞笑之余，作者认真的描绘出“曾……祖父们”所造就出来的历史长河，一页页看似童稚拙趣，却注重细节内涵丰富的图像，带领读者穿越时空隧道，连前后扉页上的各色器物也充满了时间的轨迹。于是，读者不仅被书中文字逗得开心爆笑，也能一窥不同时代的风貌，让人不得不赞叹长谷川义史于啼声初试时便显现的创作功力。",https://www.xiaohuasheng.cn/book/cba7dfff8e20643e
幼儿专注力培养游戏书:宝宝专注力1000·幼儿园大发现,（德） 苏珊·盖恩豪泽 著；（德） 芭芭拉·吉乐可维奇 绘；任铁虹 译,《幼儿园大发现》是《宝宝专注力1000》系列中新增的一册书，是一本以孩子幼儿园的学习、生活为主题的专注力培养游戏书，读者对象是2~4岁的幼儿。书中每一个对页围绕主题展示一幅丰富有趣的场景，设置8~10个供孩子进行视觉搜索的事物。场景及搜索目标都是与孩子在幼儿园的学习、生活、游戏等相关的，是孩子熟悉的事物，这样更能引起孩子的共鸣。苏珊·盖恩豪泽著的《幼儿园大发现》除了可以供孩子进行视觉搜寻外，还可以认知、看图讲故事。在锻炼专注力的同时，提高观察力、认知力、想象力和语言表达能力。,https://www.xiaohuasheng.cn/book/249ee1a203be7209
2-6岁幼儿专注力培养游戏书:宝宝专注力1000·节日大发现,（德） 扎比内·古诺 著；（德） 多罗特娅·库珀 绘；任铁虹 译,"《2-6岁幼儿专注力培养游戏书：宝宝专注力1000》是一套引发孩子观察兴趣，在观察过程中推进专注力形成与发展的益智游戏图画书，对孩子思维能力和学习品质的培养具有非常积极的意义。
本书选择孩子熟悉的生活环境和经历作为基本内容，包含动物、交通工具、幼儿园、孩子的日常生活、城市、节日等六大方面，近百个生活场景，1000多个寻找的目标。图画色彩明快，贴近生活中的真人真物，内容丰富。版面将左右不均匀地分割成两个观察区，左边是单物，右边是全景大图，这样的设计能自然地激起了孩子观察右图，寻找左边物品的愿望。在进行视觉发现游戏时，还可以变换多种游戏方式和孩子一起玩。
除此之外，由于内容源自生活，可以结合生活实际，在阅读、观察、游戏的过程中，对孩子进行生活、社会常识的认知启蒙教育。这套书将阅读和生活很好地结合，以很自然的方式来培养孩子的专注力。",https://www.xiaohuasheng.cn/book/3e171ad31d9ffb9d
小鸡球球帮妈妈做事,（日） 入山智 著；吴海峰，吕心里 编,"小鸡球球生命友情绘本:小鸡球球和向日葵
小鸡球球生命友情绘本:小鸡球球和小刺猬
小鸡球球成长绘本:小鸡球球,藏猫猫!
小鸡球球成长绘本:妈妈在哪儿?
小鸡球球成长绘本:晚安,小鸡球球
小鸡球球成长绘本:谢谢啦!
小鸡球球成长绘本:小鸡球球帮妈妈做事
小鸡球球成长绘本:好朋友
心喜阅绘本:小鸡球球成长系列图画书(套装共6册)
心喜阅绘本:小鸡球球生命友情系列图画书(套装共2册)",https://www.xiaohuasheng.cn/book/caaff20d94e11070
我才不放手呢,（日）宫西达也，朱自强（译）,无简介,https://www.xiaohuasheng.cn/book/882bd5473c8260d1
小猫当当系列,"（日）清野幸子, 猿渡静子 (Translator)",早期阅读对孩子的成长起着关键性作用，不仅关系到孩子的智力发育，还关系到孩子的品格和言行。“小猫当当”系列是一套适合1-3岁孩子阅读的绘本，日本系列销量超过2500万册、是日本最受欢迎的幼儿读物。这套书活泼有趣，画面简洁生动，非常符合幼儿的认知习惯，不仅能大大锻炼孩子的语言能力，还把一些简单的道理恰当地融入故事当中，让孩子在阅读中养成正确的习惯、良好的性格、优秀的素养！,https://www.xiaohuasheng.cn/book/4f0803140e7e043c
