标题,作者,图书简介,链接 
Duck & Goose Find a Pumpkin,Tad Hills,"PRESCHOOLERS  WILL CHEER the return of Duck and Goose in their fourth board book  appearance. This time, Duck and Goose are looking for the perfect pumpkin. Is it in the log? Is it under the leaves?  Is it in the apple tree? Young children will surely enjoy going on a pumpkin hunt with  Duck and Goose . . . especially when they find the perfect pumpkin at the end!",https://www.xiaohuasheng.cn/book/b5ae5dd59dc27e87
Shh! We Have a Plan,Chris Haughton ,"From the creator of Little Owl Lost and Oh No, George! comes a funny, strikingly illustrated story of best-laid plans  and the secret to attracting the birdie.

Four friends creep through the woods, and what do they spot? An exquisite bird high in a tree! ""Hello birdie,"" waves one. ""Shh! We have a plan,"" hush the others. They stealthily make their advance, nets in the air. Ready one, ready two, ready three, and go! But as one comically foiled plan follows another, it soon becomes clear that their quiet, observant companion, hand outstretched, has a far better idea. Award-winning author-illustrator Chris Haughton is back with another simple, satisfying story whose visual humor plays out in boldly graphic, vibrantly colorful illustrations.",https://www.xiaohuasheng.cn/book/79a4055861501ce8
Bizzy Bear: Knights' Castle,"Benji Davies (Illustrations), Nosy Crow","When Bizzy Bear arrives at the castle, he is given a helmet to try on and a sword to practice with??and even his own horse! In no time at all, Bizzy is ready for some real jousting.

When Bizzy Bear arrives at the castle, he is given a helmet to try on and a sword to practice with??and even his own horse! In no time at all, Bizzy is ready for some real jousting. A lavish, medieval banquet is the perfect end to a very busy day.",https://www.xiaohuasheng.cn/book/8d97033ad1e18af0
Where's Spot?,Eric Hill 著,Spot's mum searches everywhere for little Spot in Eric Hill's first ever lift-the-flap tale. ,https://www.xiaohuasheng.cn/book/908b7135d74bae5c
Potato Pals C2: In Town,Patric Jackson . Rie Kimora,无简介,https://www.xiaohuasheng.cn/book/878103f7d5bc39e8
Maisy's Valentine (A Maisy Sticker Book),Lucy Cousins,"Spread the love to little Maisy fans with an adorable sticker book bound to be a favorite Valentine's treat. 

Today is Valentine's Day, and Maisy is baking goodies. But she needs the help of her readers to find the ingredients, put on her apron, pass around presents, and even go on a special train ride with her friends. Luckily there's an entire spread of stickers for children to match to the pictures, making for plenty of heart-filled fun with Maisy!",https://www.xiaohuasheng.cn/book/60a1f97176483484
Huggy Kissy,Leslie Patricelli ,"Oh, baby! Leslie Patricelli’s one-haired wonder returns to share the love. 

When you’re an adorable bald baby, your family finds lots of ways to show you how much they love you: Mommy lifts you uppy, Daddy kisses you on the tummy, and everyone wants to snuggle. What’s not to love? With comedy and warmth, Leslie Patricelli offers a universal tribute to love and affection in a board book full of instant appeal for little valentines everywhere.",https://www.xiaohuasheng.cn/book/72817ecb74d75e41
Baby's Very First Touchy-feely Animals Play Book,Fiona Watt 著；Stella Baggott 绘,"This is a delightful animal-themed companion to the delightful ""Baby's Very First Playbook"". The pages are specially designed to be visually stimulating with simple, colourful illustrations and lots of things to look at. Babies will love spotting the animals, exploring the touchy-feely textures, running their fingers along diecut lines and peeping though holes.",https://www.xiaohuasheng.cn/book/d73da973aeff18f0
Choo Choo,Petr Horáček,"Hop in! The bold illustrations and playful sound words in these two board books with die-cut pages will beckon to preschoolers who love things that go. 

What could be more fun than an old-fashioned train ride? Off go the passengers, past the town, into the woods (SHHH, SHHH), over the bridge (CLACK, CLACK), into the tunnel (TOOT, TOOT), and back out into the sunshine. Who could guess that the destination is — a day at the seaside?",https://www.xiaohuasheng.cn/book/b10de4bd7238c844
Five Little Monkeys Jumping on the Bed,Retold and Illustrated by Eileen Christelow,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board-book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990) A counting book in which one by one the little monkeys jump on the bed only to fall off and bump their heads.",https://www.xiaohuasheng.cn/book/39b75de0a087c35a
"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr, Eric Carle","A gentle rhyming delight in a storytime classic. 
Exuberantly coloured artwork and favourite animals make this rhythmic story the perfect introduction to looking and learning about colours. Each spread leads seamlessly into the next and young children will delight in Eric's colourful collage of animals and simple repetitive language.
这本书的语言无以伦比，简单、重复、富有节奏感，全世界的小宝贝们似乎都在读。",https://www.xiaohuasheng.cn/book/29273e8bb3e8d5a4
I am a Bunny,"Ole Risom, Richard Scarry (Illustrator)","I am a bunny. My name is Nicholas. I live in a hollow tree.  
 This classic Golden Book, illustrated by Richard Scarry, celebrates its 50th anniversary with the story of Nicholas, a bunny clad in red overalls. In the spring, he picks flowers, and in the summer, watches the frogs in the pond. In the   fall, he sees the animals getting ready for winter. And when winter comes, he watches the   snow falling from the sky...then curls up in his hollow tree to dream about Spring. No child's library is complete without this gentle story of the seasons.",https://www.xiaohuasheng.cn/book/5c76955650b1d9cf
(廖单)The Very Hungry Caterpillar,Eric Carle,"饥饿的毛毛虫，从周一到周日，从一个苹果两个梨……到十种杂食到一大片叶子，最后蜕变成美丽花蝴蝶。
On Monday he ate through one apple.
But he was still hungry.
On Tuesday he ate through two pears, but he was still hungry.
On Wednesday he ate though three plums, but he was still hungry.
On Thursday he ate through four strawberries, but he was still hungry.......'
On Saturday, he eats so much he has a stomachache....but puts it right on Sunday, when he only nibbles through a nice green leaf!
Then he builds a cocoon and stays inside for over two weeks.............and an amazing thing happens!",https://www.xiaohuasheng.cn/book/a8d6be6e44134787
Potato Pals A1: In the Morning,Patric Jackson . Rie Kimora,无简介,https://www.xiaohuasheng.cn/book/896a1f1c286284d8
The Napping House,Audrey Wood 著；Don Wood 绘,"This beloved and bestselling book from Audrey and Don Wood has been delighting children--and sending them off to bed with laughter and sweet dreams-for years. The infectious cumulative rhyme of ""The Napping House"" has made this book a classic.",https://www.xiaohuasheng.cn/book/f0bdd8795856fb0a
Petr horacek Strawberries Are Red,Petr Horáček,"Inventive first concept books for babies and toddlers who are just discovering the world around them — in all its color and contrast!
 

What color are strawberries? Bananas? Grapes? Flip the pages to find out! What happens when you mix these and other wonderful colors together? Peek in the bowl on the last spread for a tasty surprise.",https://www.xiaohuasheng.cn/book/f76d4344613bc139
Potato Pals D2: At the Beach,Patrick Jackson. Roe Kimora,无简介,https://www.xiaohuasheng.cn/book/f09557fee38bdb30
Leslie Patricelli: Yummy Yucky,Leslie Patricelli ,"Learning about opposites has never been more fun - or funny - than with this winning board book. Yummy! 

Spaghetti is yummy, but worms - and blue crayons, and sand, and other things too gross to mention - are definitely yucky when tasted. Amiably illustrated in a bright, graphic style, Leslie Patricelli’s spirited board book, YUMMY YUCKY stars an obliging, bald, and very expressive toddler who acts out each pair of opposites with comically dramatic effect.",https://www.xiaohuasheng.cn/book/93131c5f18147832
Dear Zoo,Rod Campbell,"This is a great early book. The zoo sends various animals as a pet but they are all unsuitable for some reason (the giraffe is too tall, the monkey is too naughty etc). Finally they send the perfect present: a puppy! The language is simple and the humor is perfect for the 2-4 age group. Children love lifting up the flaps and making noises for all the different animals hidden below. 这是一本适合小宝贝的硬纸板翻翻书，翻出来的动物们对孩子非常有吸引力，可以让你读上百十遍！",https://www.xiaohuasheng.cn/book/97778c468670252e
创意大师洞洞翻翻启蒙纸板书: 我们相亲相爱,（日） 米津祐介 著；张瑜珈 译,[创意大师洞洞翻翻启蒙纸板书 我们相亲相爱 双语版],https://www.xiaohuasheng.cn/book/61a86dfe45abf5c4
Maisy's Thanksgiving (A Maisy Sticker Book),Lucy Cousins,"A hands-on holiday sticker book sure to make Maisy fans — and their parents — very thankful 

Today is Thanksgiving Day, and Maisy and all her friends are having a 
special dinner. There's food to be gathered, vegetables to wash, and a house to decorate with flowers. The table needs setting, a yummy pie needs baking — there's so much to do! With thirty-four colorful stickers on hand, little readers will love taking part in the preparations by matching stickers to pictures. It's a feast of fun for Maisy lovers and for every kid who's a stickler for stickers.",https://www.xiaohuasheng.cn/book/b3796b0924e83484
Dress Maisy,Lucy Cousins,"This sticker book accompanies the Maisy lift-the-flap, pull-the-tabs books.",https://www.xiaohuasheng.cn/book/706078330e9ca224
拉鲁斯英汉贴纸小词典,拉鲁斯词典与百科全书编辑部 著；周彩萍，陈琪 译,"学习1000个基础的英语单词。
边玩贴纸,边学单词；边做游戏，边记单词。
书后附有完整的英汉单词对照表。
...................
※编辑推荐※
☆选词准确：1000个英语单词是英语学习中最常用的；
☆主题、图片生动有趣，还有精心设计的贴纸与游戏来让小读者熟悉单词；这种边玩边学的形式，对于新学的词加深印象非常有用；
☆英语学习低龄化趋势明显，但是市场上的儿童词典千篇一律。这种形式新颖活泼，互动性强的词典应该会受到家长和孩子的喜爱。
☆有了《拉鲁斯英汉贴纸小词典》，英语学习像游戏一样简单！
...................
※内容简介※
本贴纸词典收录了儿童学习英语时最常用最重要的1000个单词。全书共有30个插图主题（如房屋、动物、季节……）、300幅图片、50个游戏和300张贴纸，适合4至7岁儿童使用。每个单词都配有可爱插图和中文译文，帮助孩子理解并记忆单词。此外，孩子还可以边玩贴纸边记单词，或边做游戏边记单词。",https://www.xiaohuasheng.cn/book/6d9b0b3640060beb
Bizzy Bear: Off We Go!,"Nosy Crow, Benji Davies (illustrator)","With chunky sliders to push and pull, this robust little board book is perfect for active toddlers. Rich in visual detail and with touches of humor, it is sure to become a classic in the family library. 

Bizzy Bear's going on vacation, but he has to take a taxi, then a train, then a plane before he arrives at the beach and can set sail on his boat.",https://www.xiaohuasheng.cn/book/7bbd7c7e15747633
